"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-08-31,"Pinconning","MI","Bay City","Bay County",6757,726,0.011142061281337,-0.0122448979591837,-0.00547945205479452,3075
2019-08-31,"White Bluff","TN","Nashville-Davidson--Murfreesboro--Franklin","Dickson County",6758,1110,-0.019434628975265,-0.00359066427289048,0.0591603053435114,3273
2019-08-31,"Albion","NY","Rochester","Orleans County",6759,1244,0.00647249190938511,0.0323651452282158,0.028099173553719,1857
2019-08-31,"Hancock","MI","Houghton","Houghton County",6760,990,0.00712105798575788,0.0237849017580145,0.0588235294117647,2455
2019-08-31,"Walled Lake","MI","Detroit-Warren-Dearborn","Oakland County",6761,1313,0.0115562403697997,0.0371248025276461,0.0202020202020202,3272
2019-08-31,"Pinckneyville","IL",,"Perry County",6762,868,0.0023094688221709,0.0152046783625731,-0.0554951033732318,2370
2019-08-31,"Licking","MO",,"Texas County",6763,805,0.0024906600249066,0.0228716645489199,0.0863697705802969,386
2019-08-31,"Chadron","NE",,"Dawes County",6764,933,0.0032258064516129,0.0119305856832972,-0.0074468085106383,1574
2019-08-31,"Miami","AZ","Payson","Gila County",6765,928,-0.00642398286937901,-0.054026503567788,-0.113658070678128,1518
2019-08-31,"Philomath","OR","Corvallis","Benton County",6766,1701,0.00531914893617021,0.0197841726618705,0.0519480519480519,2668
2019-08-31,"Childress","TX",,"Childress County",6767,1101,0.00824175824175824,0.0396600566572238,0.108761329305136,2476
2019-08-31,"Littlefield","TX",,"Lamb County",6768,1196,0.00843170320404722,0.0266094420600858,0.000836820083682008,2517
2019-08-31,"Glenwood","IL","Chicago-Naperville-Elgin","Cook County",6769,1292,0.000774593338497289,0.00155038759689922,-0.00615384615384615,3441
2019-08-31,"Calipatria","CA","El Centro","Imperial County",6770,907,0.0353881278538813,0.0461361014994233,-0.104639684106614,819
2019-08-31,"Mancelona","MI",,"Antrim County",6771,887,-0.00224971878515186,0.00112866817155756,0.0114025085518814,4908
2019-08-31,"Old Fort","NC","Marion","McDowell County",6772,1152,0.00348432055749129,0.0230905861456483,0.0350404312668464,4106
2019-08-31,"Trinity","NC","Greensboro-High Point","Randolph County",6773,774,0.00259067357512953,0.00259067357512953,-0.101045296167247,2457
2019-08-31,"Knob Noster","MO","Warrensburg","Johnson County",6774,828,-0.018957345971564,-0.0119331742243437,-0.0258823529411765,1652
2019-08-31,"Farmersville","CA","Visalia-Porterville","Tulare County",6775,1055,0.00189933523266857,0.00764087870105062,0.0518444666001994,2231
2019-08-31,"Mingo Junction","OH","Weirton-Steubenville","Jefferson County",6776,673,-0.00148367952522255,0.00899550224887556,0.0212443095599393,2466
2019-08-31,"Bern","PA","Reading","Berks County",6777,1352,0.0029673590504451,0.0320610687022901,0.0211480362537764,1941
2019-08-31,"Fall City","WA","Seattle-Tacoma-Bellevue","King County",6778,2630,0.00998463901689708,0.0387045813586098,0.0193798449612403,2079
2019-08-31,"Wakeman","OH","Norwalk","Huron County",6779,1063,0.0452310717797444,0.0981404958677686,0.0191754554170662,2264
2019-08-31,"Croswell","MI",,"Sanilac County",6780,862,0.00232558139534884,0.00466200466200466,0.0117370892018779,2314
2019-08-31,"Pembroke","GA","Savannah","Bryan County",6781,1073,-0.0110599078341014,-0.020985401459854,0.0180265654648956,1636
2019-08-31,"East Hills","NY","New York-Newark-Jersey City","Nassau County",6782,3276,0.0167597765363128,0.051685393258427,0.024710666249609,1151
2019-08-31,"Winona","MS",,"Montgomery County",6783,825,-0.00482509047044632,-0.00482509047044632,-0.0782122905027933,2116
2019-08-31,"Lothian","MD","Baltimore-Columbia-Towson","Anne Arundel County",6784,1996,0.00757193336698637,0.0214943705220061,-0.0201276386843397,1838
2019-08-31,"Churubusco","IN","Fort Wayne","Whitley County",6785,1120,0.0026857654431513,0.0200364298724954,0.048689138576779,2483
2019-08-31,"Russellville","AL",,"Franklin County",6786,833,0.0109223300970874,0.0233415233415233,-0.0188457008244994,3348
2019-08-31,"Sunman","IN","Cincinnati","Dearborn County",6787,981,0.00615384615384615,0.0272251308900524,0.0425079702444208,1606
2019-08-31,"Slinger","WI","Milwaukee-Waukesha-West Allis","Washington County",6788,1165,0.0121633362293658,0.0328014184397163,0.000859106529209622,3569
2019-08-31,"Southside","AL","Gadsden","Etowah County",6789,872,-0.0011454753722795,-0.0202247191011236,-0.101030927835052,3377
2019-08-31,"Goshen","KY","Louisville/Jefferson County","Oldham County",6790,1653,0.00181818181818182,0.0147329650092081,0.0643915003219575,1797
2019-08-31,"Omak","WA",,"Okanogan County",6791,1385,0.00435097897026831,0.022140221402214,0.0532319391634981,2988
2019-08-31,"Providence","UT","Logan","Cache County",6792,1019,0.00592300098716683,-0.0201923076923077,-0.101410934744268,606
2019-08-31,"Jefferson","OR","Salem","Marion County",6793,1432,-0.00417246175243394,-0.00209059233449477,0.0832072617246596,1811
2019-08-31,"Cazenovia","NY","Syracuse","Madison County",6794,1398,-0.0311850311850312,-0.00639658848614072,-0.144954128440367,2159
2019-08-31,"Barnesville","OH","Wheeling","Belmont County",6795,1063,-0.0120817843866171,0.0340466926070039,0.0181992337164751,2480
2019-08-31,"Chesterfield","NJ","Philadelphia-Camden-Wilmington","Burlington County",6796,1732,0.00405797101449275,0.0164319248826291,0.0260663507109005,1954
2019-08-31,"Aylett","VA","Richmond","King William County",6797,1368,0.00736377025036819,0.0293453724604966,0.0498848810437452,2959
2019-08-31,"Heber","CA","El Centro","Imperial County",6798,1047,-0.00380589914367269,-0.0341328413284133,-0.0783450704225352,1023
2019-08-31,"West Bridgewater","MA","Boston-Cambridge-Newton","Plymouth County",6799,1815,0.0038716814159292,0.0173766816143498,-0.0119760479041916,2316
2019-08-31,"Covington","OH","Dayton","Miami County",6800,844,0.0156438026474128,0.0280146163215591,-0.0376282782212087,1983
2019-08-31,"Pembroke Park","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",6801,1483,0.00202702702702703,0.003382949932341,0.0171467764060357,1641
2019-08-31,"Huntingdon","PA","Huntingdon","Huntingdon County",6802,946,0.00105820105820106,0.0139335476956056,-0.013555787278415,1705
2019-08-31,"Slingerlands","NY","Albany-Schenectady-Troy","Albany County",6803,1486,-0.000672494956287828,-0.0132802124833997,0.00269905533063428,2400
2019-08-31,"Moscow Mills","MO","St. Louis","Lincoln County",6804,1054,0.00861244019138756,0.0233009708737864,0.0272904483430799,2052
2019-08-31,"Clyde","TX","Abilene","Callahan County",6805,1185,0.00508905852417303,0.0189165950128977,0.0753176043557169,1464
2019-08-31,"Archbald","PA","Scranton--Wilkes-Barre--Hazleton","Lackawanna County",6806,1142,0.00351493848857645,0.00616740088105727,0.081439393939394,2760
2019-08-31,"East Alton","IL","St. Louis","Madison County",6807,772,0,0.00520833333333333,-0.00387096774193548,2553
2019-08-31,"Saint Leonard","MD","Washington-Arlington-Alexandria","Calvert County",6808,1744,0.00287521564117309,0.0319526627218935,0.0399522957662493,3057
2019-08-31,"Stow","MA","Boston-Cambridge-Newton","Middlesex County",6809,2688,0.0162570888468809,0.0599369085173502,0.0658207771609833,2559
2019-08-31,"Bethpage","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County",6810,1154,-0.00431406384814495,0.0167400881057269,-0.0462809917355372,2985
2019-08-31,"Perry","MI","Owosso","Shiawassee County",6811,818,0.0111248454882571,-0.00728155339805825,-0.201951219512195,2728
2019-08-31,"Bauxite","AR","Little Rock-North Little Rock-Conway","Saline County",6812,1060,-0.00562851782363977,-0.000942507068803016,-0.0310786106032907,994
2019-08-31,"Andover","NJ","New York-Newark-Jersey City","Sussex County",6813,1767,0.000566251415628539,-0.000565610859728507,-0.0161469933184855,2537
2019-08-31,"Stratford","NJ","Philadelphia-Camden-Wilmington","Camden County",6814,1314,-0.0478260869565217,-0.0373626373626374,-0.0164670658682635,2211
2019-08-31,"Port Saint Joe","FL","Panama City","Gulf County",6815,1431,0.00139958012596221,0.012022630834512,0.012022630834512,6709
2019-08-31,"Jackson","CA",,"Amador County",6816,1532,0.0152418820410868,0.067595818815331,0.037940379403794,2522
2019-08-31,"Sound Beach","NY","New York-Newark-Jersey City","Suffolk County",6817,2390,-0.00167084377610693,-0.0184804928131417,-0.103189493433396,2928
2019-08-31,"Broadview Park","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",6818,1604,0.0069052102950408,0.0139064475347661,0.0190597204574333,1651
2019-08-31,"Archbold","OH","Toledo","Fulton County",6819,1039,0.0028957528957529,0.0236453201970443,0.104144527098831,2027
2019-08-31,"Gouverneur","NY","Ogdensburg-Massena","Saint Lawrence County",6820,968,-0.0601941747572816,-0.120799273387829,-0.0876531573986805,1677
2019-08-31,"Chesaning","MI","Saginaw","Saginaw County",6821,780,0.015625,0.033112582781457,0.0103626943005181,2465
2019-08-31,"Gooding","ID",,"Gooding County",6822,986,0.00715015321756895,0.023883696780893,0.0422832980972516,1436
2019-08-31,"Eureka","IL","Peoria","Woodford County",6823,1128,0.00624442462087422,0.040590405904059,0.0502793296089385,2361
2019-08-31,"Chapel Hill","TN","Lewisburg","Marshall County",6824,1194,0.00759493670886076,0.0110076206604572,-0.0132231404958678,3325
2019-08-31,"Shipshewana","IN",,"Lagrange County",6825,1182,0.00424808836023789,0.0163370593293207,0.0581915846016115,1566
2019-08-31,"Lucas","TX","Dallas-Fort Worth-Arlington","Collin County",6826,1910,-0.00208986415882968,0.00844772967265047,0.000523834468308015,2336
2019-08-31,"Peru","NY","Plattsburgh","Clinton County",6827,1647,0.0110497237569061,0.0523961661341853,-0.00962116656644618,1974
2019-08-31,"Bowdon","GA","Atlanta-Sandy Springs-Roswell","Carroll County",6828,961,-0.00723140495867769,-0.0341708542713568,0.0366774541531823,782
2019-08-31,"Cicero","IN","Indianapolis-Carmel-Anderson","Hamilton County",6829,1444,0.0112044817927171,0.0248403122782115,0.00277777777777778,3259
2019-08-31,"Oak Island","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County",6830,1380,0.00217864923747277,0.00656455142231947,0.0574712643678161,8928
2019-08-31,"Ellettsville","IN","Bloomington","Monroe County",6831,1121,0,0.0218778486782133,0.0515947467166979,3601
2019-08-31,"Averill Park","NY","Albany-Schenectady-Troy","Rensselaer County",6832,1247,-0.0234925606891151,-0.0617005267118134,-0.02578125,2591
2019-08-31,"Ingleside","TX","Corpus Christi","San Patricio County",6833,1313,-0.00076103500761035,0.00229007633587786,-0.0850174216027875,2936
2019-08-31,"Bloomfield","IA","Ottumwa","Davis County",6834,854,-0.00233644859813084,-0.00116959064327485,-0.0295454545454545,1575
2019-08-31,"Yacolt","WA","Portland-Vancouver-Hillsboro","Clark County",6835,1786,0.0101809954751131,0.0353623188405797,0.016505406943654,1695
2019-08-31,"Clifton Forge","VA",,"Alleghany County",6836,1108,0.00180831826401447,0.0259259259259259,0.0633397312859885,2993
2019-08-31,"Darien","GA","Brunswick","McIntosh County",6837,1201,0.0117944397641112,0.0152155536770921,-0.00743801652892562,1385
2019-08-31,"Sheffield Lake","OH","Cleveland-Elyria","Lorain County",6838,940,0.0140237324703344,0.0053475935828877,0.00106496272630458,3490
2019-08-31,"Hartford","KY",,"Ohio County",6839,787,0.00254777070063694,0.00254777070063694,-0.00505689001264223,399
2019-08-31,"Gladstone","MI","Escanaba","Delta County",6840,892,-0.00446428571428571,-0.00223713646532438,-0.00778642936596218,6850
2019-08-31,"Ironwood","MI",,"Gogebic County",6841,884,-0.0045045045045045,0.00568828213879408,0.0498812351543943,834
2019-08-31,"Vacherie","LA","New Orleans-Metairie","Saint James Parish",6842,1180,-0.00337837837837838,0.00254885301614274,-0.00756938603868797,1747
2019-08-31,"Wickenburg","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",6843,1424,0.000702740688685875,0.0084985835694051,0.0348837209302326,3668
2019-08-31,"Tamaqua","PA","Pottsville","Schuylkill County",6844,748,0.0190735694822888,0.0476190476190476,0.0716332378223496,2870
2019-08-31,"Trinity","AL","Decatur","Lawrence County",6845,868,0.00579374275782155,0.014018691588785,0.010477299185099,2662
2019-08-31,"Saint Paul","VA",,"Russell County",6846,1016,0.000985221674876847,0.0119521912350598,0.000985221674876847,452
2019-08-31,"New Sewickley","PA","Pittsburgh","Beaver County",6847,1116,-0.0150044130626655,-0.0287206266318538,-0.0590219224283305,2543
2019-08-31,"Ephraim","UT",,"Sanpete County",6848,1189,0.00337552742616034,0.0153714773697694,0.0330147697654214,164
2019-08-31,"New Hartford","CT","Torrington","Litchfield County",6849,1272,0.00315457413249211,0.00236406619385343,0.0400654129190515,2498
2019-08-31,"Long Prairie","MN",,"Todd County",6850,1052,0.0019047619047619,0.00766283524904214,0.010566762728146,1782
2019-08-31,"Guadalupe","CA","Santa Maria-Santa Barbara","Santa Barbara County",6851,1870,0.0113574905354246,0.0269082921471719,0.0878417684700407,1382
2019-08-31,"Elverta","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",6852,1835,0.00768808347062054,0.0110192837465565,0.0257126886528787,1885
2019-08-31,"Edmonton","KY","Glasgow","Metcalfe County",6853,799,-0.0086848635235732,-0.0196319018404908,-0.0291616038882139,1627
2019-08-31,"Bedminster","PA","Philadelphia-Camden-Wilmington","Bucks County",6854,1636,0.00676923076923077,0.0282840980515399,0.0161490683229814,2631
2019-08-31,"West Columbia","TX","Houston-The Woodlands-Sugar Land","Brazoria County",6855,1505,-0.0407903123008286,-0.105763517528223,-0.133064516129032,2500
2019-08-31,"Macon","MS",,"Noxubee County",6856,809,0.00247831474597274,-0.00246609124537608,-0.106077348066298,1422
2019-08-31,"Teague","TX",,"Freestone County",6857,1177,0.00770547945205479,0.0181660899653979,0.0351802990325418,1385
2019-08-31,"Acampo","CA","Stockton-Lodi","San Joaquin County",6858,1932,0.0115183246073298,0.0163072067332983,0.0337078651685393,402
2019-08-31,"West Jefferson","OH","Columbus","Madison County",6859,1098,0.00826446280991736,0.0252100840336134,0.072265625,2268
2019-08-31,"Barrington","NJ","Philadelphia-Camden-Wilmington","Camden County",6860,1506,-0.00659630606860158,-0.0208062418725618,0.00803212851405622,2139
2019-08-31,"Winooski","VT","Burlington-South Burlington","Chittenden County",6861,1653,0,-0.00839832033593281,0.0134886572654813,1898
2019-08-31,"Trophy Club","TX","Dallas-Fort Worth-Arlington","Denton County",6862,1575,-0.000634517766497462,-0.0119196988707654,-0.0494870247435124,4100
2019-08-31,"Lower Salford","PA","Philadelphia-Camden-Wilmington","Montgomery County",6863,1520,0,0.00131752305665349,0.031907671418873,2117
2019-08-31,"Kirby","TX","San Antonio-New Braunfels","Bexar County",6864,1050,-0.0375802016498625,-0.0869565217391304,-0.0916955017301038,2534
2019-08-31,"Annandale","MN","Minneapolis-St. Paul-Bloomington","Wright County",6865,1350,-0.00735294117647059,-0.0329512893982808,-0.00808229243203527,3420
2019-08-31,"Oconto","WI","Green Bay","Oconto County",6866,888,0.00452488687782805,0.0171821305841924,-0.0133333333333333,2430
2019-08-31,"Blackwell","OK","Ponca City","Kay County",6867,652,-0.00305810397553517,-0.0239520958083832,-0.0982019363762102,2930
2019-08-31,"Great Barrington","MA","Pittsfield","Berkshire County",6868,1784,-0.0165380374862183,-0.0530785562632696,-0.0780361757105943,2770
2019-08-31,"Bald Knob","AR","Searcy","White County",6869,671,-0.0103244837758112,-0.0345323741007194,-0.00297176820208024,1799
2019-08-31,"Strafford","MO","Springfield","Greene County",6870,804,0.0320924261874198,0.0281329923273657,0.0190114068441065,2034
2019-08-31,"Waialua","HI","Urban Honolulu","Honolulu County",6871,2403,0,0.00966386554621849,0.0105130361648444,2410
2019-08-31,"Jefferson","GA","Jefferson","Jackson County",6872,1350,0.0297482837528604,0.0424710424710425,0.0671936758893281,3636
2019-08-31,"Bondurant","IA","Des Moines-West Des Moines","Polk County",6873,1108,0.023084025854109,0.0193192272309108,-0.034001743679163,2256
2019-08-31,"Lake Geneva","WI","Whitewater-Elkhorn","Walworth County",6874,1356,0.00518902891030393,0.0157303370786517,0.0327494287890328,4696
2019-08-31,"Burns","TN","Nashville-Davidson--Murfreesboro--Franklin","Dickson County",6875,1120,-0.00444444444444444,0.0209662716499544,-0.0114739629302736,2680
2019-08-31,"Providence","PA","Lancaster","Lancaster County",6876,1155,0.00961538461538462,0.0230292294065545,0.0230292294065545,1615
2019-08-31,"Williston Park","NY","New York-Newark-Jersey City","Nassau County",6877,2579,0.00939334637964775,0.0141565080613449,0.026671974522293,2328
2019-08-31,"Pound","VA","Big Stone Gap","Wise County",6878,1026,0,0.0178571428571429,0.0219123505976096,482
2019-08-31,"Littleton","NC","Roanoke Rapids","Halifax County",6879,1138,0.00707964601769911,0.0252252252252252,0.0317316409791478,2034
2019-08-31,"Emmitsburg","MD","Washington-Arlington-Alexandria","Frederick County",6880,1529,-0.00325945241199478,0.0125827814569536,0.0632823365785814,1667
2019-08-31,"Sultan","WA","Seattle-Tacoma-Bellevue","Snohomish County",6881,1719,0.00526315789473684,0.0123674911660777,0.0171597633136095,2148
2019-08-31,"Moorestown","NJ","Philadelphia-Camden-Wilmington","Burlington County",6882,2587,-0.0548045305078553,-0.0740873299928418,0.0360432519022827,2102
2019-08-31,"Bell","FL","Gainesville","Gilchrist County",6883,1354,0.00296296296296296,0.0265352539802881,0.107113654946852,1044
2019-08-31,"Greenville","RI","Providence-Warwick","Providence County",6884,1453,-0.000687757909215956,0.00762829403606103,0.120277563608327,2446
2019-08-31,"Mountainside","NJ","New York-Newark-Jersey City","Union County",6885,2589,-0.00537840952746831,-0.00423076923076923,-0.0189465706707086,2579
2019-08-31,"Post","TX",,"Garza County",6886,1155,0.0203180212014134,0.046195652173913,0.129032258064516,1423
2019-08-31,"Brooksville","KY","Cincinnati","Bracken County",6887,875,0.0011441647597254,0,-0.0124153498871332,1142
2019-08-31,"Newark","NY","Rochester","Wayne County",6888,869,-0.0224971878515186,-0.0842992623814542,-0.110542476970317,2521
2019-08-31,"Galena","IL",,"Jo Daviess County",6889,1250,0.00482315112540193,0.0237510237510237,0.0330578512396694,4256
2019-08-31,"Schriever","LA","Houma-Thibodaux","Terrebonne Parish",6890,1089,0.0149114631873253,0.0634765625,0.196703296703297,1266
2019-08-31,"Kenwood","OH","Cincinnati","Hamilton County",6891,1302,0.00930232558139535,0.0325138778747026,0.0559610705596107,2195
2019-08-31,"Loogootee","IN",,"Martin County",6892,906,0.00443458980044346,0.0260475651189128,0.11576354679803,2607
2019-08-31,"Ambridge","PA","Pittsburgh","Beaver County",6893,743,0.00134770889487871,-0.00668449197860963,-0.0388098318240621,2222
2019-08-31,"Flora","MS","Jackson","Madison County",6894,1599,-0.0178132678132678,-0.0981387478849408,-0.0425149700598802,1710
2019-08-31,"Clarkson","NY","Rochester","Monroe County",6895,1157,-0.0111111111111111,-0.0326086956521739,-0.0366361365528726,1896
2019-08-31,"Kimberly","ID","Twin Falls","Twin Falls County",6896,1125,0.0199456029011786,0.0407030527289547,-0.0506329113924051,2170
2019-08-31,"Van Alstyne","TX","Sherman-Denison","Grayson County",6897,1255,0.0112812248186946,0.0467055879899917,0.140909090909091,2410
2019-08-31,"Solon","IA","Iowa City","Johnson County",6898,1130,0.00983020554066131,0.0134529147982063,-0.0333618477331052,930
2019-08-31,"New Carlisle","IN","Michigan City-La Porte","La Porte County",6899,946,-0.00630252100840336,0.00638297872340425,0.0282608695652174,3069
2019-08-31,"Lagrange","OH","Cleveland-Elyria","Lorain County",6900,991,0.00609137055837563,0.00202224469160768,0.0174537987679671,2335
2019-08-31,"Amherstdale","WV","Logan","Logan County",6901,743,0.00405405405405405,0.0178082191780822,-0.0312907431551499,621
2019-08-31,"Phelps","NY","Rochester","Ontario County",6902,1012,0.00897308075772682,-0.0193798449612403,0.026369168356998,1905
2019-08-31,"Rumson","NJ","New York-Newark-Jersey City","Monmouth County",6903,2777,-0.0190745319675026,0.0235901216365647,0.0566971080669711,2666
2019-08-31,"Somerset","WI","Minneapolis-St. Paul-Bloomington","Saint Croix County",6904,1353,0.00970149253731343,0.0134831460674157,0.0195930670685757,2608
2019-08-31,"Columbus","TX",,"Colorado County",6905,1283,0,0.00706436420722135,0.0118296529968454,1505
2019-08-31,"Upper Freehold","NJ","New York-Newark-Jersey City","Monmouth County",6906,2208,0.000453103760761214,0.0142397795130914,0.104,2483
2019-08-31,"Larose","LA","Houma-Thibodaux","Lafourche Parish",6907,1014,0.0486039296794209,0.0606694560669456,-0.129613733905579,2074
2019-08-31,"Kirbyville","TX",,"Jasper County",6908,1162,0.00955690703735882,0.0121951219512195,0.00955690703735882,2260
2019-08-31,"Mount Pleasant","NC","Charlotte-Concord-Gastonia","Cabarrus County",6909,1255,0.000797448165869219,0.00641539695268645,-0.012588512981904,3449
2019-08-31,"Springhill","LA","Shreveport-Bossier City","Webster Parish",6910,1030,-0.0292177191328935,-0.0227703984819734,0.0269192422731805,1523
2019-08-31,"Coffeyville","KS","Coffeyville","Montgomery County",6911,691,-0.0170697012802276,-0.00288600288600289,0.00875912408759124,4192
2019-08-31,"Newstead","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",6912,1162,0.00172413793103448,0.00432152117545376,-0.0292397660818713,1625
2019-08-31,"Marshall","IL",,"Clark County",6913,1254,0.000798084596967279,0.00884955752212389,-0.0427480916030534,2421
2019-08-31,"Roxborough Park","CO","Denver-Aurora-Lakewood","Douglas County",6914,2236,0.00584795321637427,0.0205385668644455,-0.0106194690265487,3333
2019-08-31,"Terrace Heights","WA","Yakima","Yakima County",6915,1330,0.0144927536231884,0.0254433307632999,0.047244094488189,2590
2019-08-31,"Osceola","IA",,"Clarke County",6916,854,0,0.00707547169811321,-0.046875,1774
2019-08-31,"Schaghticoke","NY","Albany-Schenectady-Troy","Rensselaer County",6917,1189,-0.0181668042939719,-0.0181668042939719,-0.0380258899676375,2416
2019-08-31,"Walnut Ridge","AR",,"Lawrence County",6918,821,0.00612745098039216,0.0186104218362283,-0.0214541120381406,1750
2019-08-31,"Mondovi","WI",,"Buffalo County",6919,980,0.00102145045965271,0.00926879505664264,0.0458911419423693,2050
2019-08-31,"Rio Vista","CA","Vallejo-Fairfield","Solano County",6920,1870,0.0108108108108108,0.0201854882705947,0.0470324748040314,3823
2019-08-31,"Pigeon Forge","TN","Sevierville","Sevier County",6921,1213,0.0033085194375517,0.0142140468227425,-0.131710808876163,5558
2019-08-31,"Williamson","NY","Rochester","Wayne County",6922,936,-0.0147368421052632,-0.0390143737166324,-0.0583501006036217,2159
2019-08-31,"Blanchard","OK","Oklahoma City","McClain County",6923,1104,0.0250696378830084,0.0760233918128655,0.0760233918128655,3681
2019-08-31,"Red Bud","IL",,"Randolph County",6924,1124,0.00446827524575514,0.0227479526842584,-0.077175697865353,1806
2019-08-31,"Bacliff","TX","Houston-The Woodlands-Sugar Land","Galveston County",6925,1172,-0.000852514919011083,0.00256629597946963,0.0120898100172712,2457
2019-08-31,"Monett","MO",,"Barry County",6926,836,0.00844390832328106,0.0410958904109589,0.0759330759330759,1802
2019-08-31,"Richland","MO","Fort Leonard Wood","Pulaski County",6927,845,0.0205314009661836,0.0736975857687421,0.0180722891566265,1139
2019-08-31,"Washington","PA","Allentown-Bethlehem-Easton","Lehigh County",6928,1239,0.00649878147847279,0.00649878147847279,-0.0746825989544436,2451
2019-08-31,"Newbury","MA","Boston-Cambridge-Newton","Essex County",6929,1973,0.0164863472436888,0.0249350649350649,0.0411609498680739,2936
2019-08-31,"Bullskin","PA","Pittsburgh","Fayette County",6930,777,-0.00639386189258312,-0.00384615384615385,-0.0581818181818182,2242
2019-08-31,"Kenedy","TX",,"Karnes County",6931,1224,0.00410172272354389,0.0166112956810631,0.0268456375838926,1139
2019-08-31,"Kentfield","CA","San Francisco-Oakland-Hayward","Marin County",6932,4280,-0.00395624854549686,-0.00971772327626099,-0.0564373897707231,2347
2019-08-31,"Willard","MO","Springfield","Greene County",6933,789,0.0102432778489117,0.022020725388601,0.0852819807427785,2823
2019-08-31,"Welsh","LA","Jennings","Jefferson Davis Parish",6934,1042,0.0245821042281219,0.0525252525252525,-0.138130686517783,1509
2019-08-31,"Demorest","GA","Cornelia","Habersham County",6935,1295,0.0101404056162247,0.0294117647058823,0.0791666666666667,3719
2019-08-31,"Cloverdale","IN","Indianapolis-Carmel-Anderson","Putnam County",6936,1052,0.0115384615384615,0.0446871896722939,0.128755364806867,1338
2019-08-31,"Allegheny","PA","Altoona","Blair County",6937,742,-0.00536193029490617,-0.0106666666666667,-0.136204889406286,1437
2019-08-31,"Springfield","PA","York-Hanover","York County",6938,1289,-0.000775193798449612,-0.000775193798449612,0.0109803921568627,1825
2019-08-31,"West Point","GA","LaGrange","Troup County",6939,970,0.0104166666666667,0.041890440386681,0.0486486486486487,2246
2019-08-31,"Tabernacle","NJ","Philadelphia-Camden-Wilmington","Burlington County",6940,1912,0.0263016639828234,0.0380021715526602,0.0224598930481283,2426
2019-08-31,"Hiawatha","IA","Cedar Rapids","Linn County",6941,733,0.00548696844993141,0.0251748251748252,0.00964187327823691,2939
2019-08-31,"Monte Vista","CO",,"Rio Grande County",6942,1450,0.00485100485100485,0.0312944523470839,0.100987091875475,2822
2019-08-31,"Treasure Island","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",6943,1918,-0.011340206185567,-0.0327786182551689,0.00841219768664564,6149
2019-08-31,"Farmington","NH","Boston-Cambridge-Newton","Strafford County",6944,1479,0.013013698630137,0.0534188034188034,0.0979955456570156,2398
2019-08-31,"Dunlap","IL","Peoria","Peoria County",6945,968,0.0072840790842872,0.0431034482758621,-0.0271356783919598,2014
2019-08-31,"Follansbee","WV","Weirton-Steubenville","Brooke County",6946,755,-0.00395778364116095,-0.0130718954248366,0.0258152173913043,2948
2019-08-31,"Clinton","MO",,"Henry County",6947,781,0.0116580310880829,0.0344370860927152,,1134
2019-08-31,"Tarboro","NC","Rocky Mount","Edgecombe County",6948,601,0,-0.016366612111293,-0.016366612111293,4517
2019-08-31,"Halfway","MD","Hagerstown-Martinsburg","Washington County",6949,1087,0.000920810313075506,-0.00275229357798165,0.0216165413533835,2495
2019-08-31,"Gretna","VA","Danville","Pittsylvania County",6950,1037,0,0.0107212475633528,0.0156709108716944,2314
2019-08-31,"Winnabow","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County",6951,1350,0.00896860986547085,0.0289634146341463,0.0127531882970743,691
2019-08-31,"Ashburn","GA",,"Turner County",6952,874,0.00691244239631336,0.0104046242774566,-0.0146561443066516,1272
2019-08-31,"Hillsboro","TX",,"Hill County",6953,1217,0.0509499136442142,0.117539026629936,-0.00490596892886345,2496
2019-08-31,"Ocilla","GA",,"Irwin County",6954,1016,0.0109452736318408,0.0377936670071502,0.0388548057259714,1423
2019-08-31,"Breitung","MI","Iron Mountain","Dickinson County",6955,1001,-0.0128205128205128,-0.000998003992015968,0.0427083333333333,1112
2019-08-31,"Freedom","CA","Santa Cruz-Watsonville","Santa Cruz County",6956,2760,-0.00180831826401447,0.00950987564008778,0.0599078341013825,1104
2019-08-31,"Tennessee Colony","TX","Palestine","Anderson County",6957,1172,0.0902325581395349,0.305122494432071,0.218295218295218,123
2019-08-31,"Summit","PA","Erie","Erie County",6958,1010,0.01,0.0130391173520562,-0.131556319862425,2068
2019-08-31,"Kirtland","OH","Cleveland-Elyria","Lake County",6959,1211,0.0193602693602694,0.0159395973154362,-0.0233870967741935,2464
2019-08-31,"Madison Park","NJ","New York-Newark-Jersey City","Middlesex County",6960,2046,0.0103703703703704,0.0396341463414634,0.0412213740458015,825
2019-08-31,"Lovettsville","VA","Washington-Arlington-Alexandria","Loudoun County",6961,2249,0.0208806173399909,0.0455602045560205,0.0208806173399909,3174
2019-08-31,"Osage Beach","MO",,"Camden County",6962,1012,0.00998003992015968,0.0274111675126904,0.0720338983050847,3972
